Model,DPO4034
Firmware Version,2.58

Waveform Type,Analog,Analog,Analog,Analog
Point Format,ENV,,,
Horizontal Units,s,,,
Horizontal Scale,100,,,
Horizontal Delay,0,0,0,0
Sample Interval,0.01,,,
Record Length,100000,,,
Gating,0.0% to 100.0%,0.0% to 100.0%,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,1,1,1,1
Vertical Units,V,V,V,V
Vertical Offset,0,0,0,0
Vertical Scale,2,2,2,2
Vertical Position,0,2.04,-2.02,-4.02
Label,,,,
TIME,CH1,CH2,CH3,CH4
-3.37750e+02,-0.56,-0.4,-0.36,1.88
-3.37740e+02,-0.48,-0.08,0.04,1
-3.37730e+02,-0.64,-0.72,0.6,1.4
-3.37720e+02,-0.8,0.48,0.36,0.84
-3.37710e+02,-0.24,0.64,-0.36,1.16
-3.37700e+02,0.16,-0.16,-0.04,0.6
-3.37690e+02,-0.24,-0.8,-0.6,0.68
-3.37680e+02,-0.48,-0.24,0.28,0.52
-3.37670e+02,0.24,-0.56,-0.12,0.68
-3.37660e+02,0,-0.4,0.36,0.68
-3.37650e+02,-0.08,-1.12,0.28,0.76
-3.37640e+02,-0.4,-1.2,-0.2,1.16
-3.37630e+02,0.4,-0.8,-0.6,1.24
-3.37620e+02,0.8,-0.4,-0.28,1.24
-3.37610e+02,0.88,0.24,-0.28,1.56
-3.37600e+02,0.56,1.2,-0.28,0.6
-3.37590e+02,-0.48,0.48,0.04,1.32
-3.37580e+02,-0.16,0.08,-0.68,1
-3.37570e+02,-0.96,-0.72,0.36,1.08
-3.37560e+02,-0.8,-0.56,0.12,1.16
-3.37550e+02,1.12,-0.32,-1.08,0.84
-3.37540e+02,-0.48,0.48,-0.04,1.56
-3.37530e+02,-0.24,1.52,-0.2,0.6
-3.37520e+02,-0.32,1.04,-0.2,0.68
-3.37510e+02,-0.4,1.04,-0.28,0.6
-3.37500e+02,-0.88,0.96,0.12,0.52
-3.37490e+02,-1.12,0.64,0.6,0.76
-3.37480e+02,0.72,0.16,0.2,0.28
-3.37470e+02,0.8,0.64,0.44,0.52
-3.37460e+02,-0.16,1.28,1.16,1.08
-3.37450e+02,-0.4,1.12,0.84,1.32
-3.37440e+02,-0.4,0.48,0.76,1.4
-3.37430e+02,0.56,0,1.4,0.84
-3.37420e+02,0.08,0,0.52,0.92
-3.37410e+02,-0.24,0.48,0.76,0.84
-3.37400e+02,0.08,0.64,-0.44,0.52
-3.37390e+02,0,0.4,-0.28,0.36
-3.37380e+02,-0.16,-0.72,0.52,0.76
-3.37370e+02,0.64,-0.72,0.28,1.08
-3.37360e+02,1.04,0.16,0.36,0.52
-3.37350e+02,0.88,0.48,-0.44,0.28
-3.37340e+02,0.72,0.72,0.28,0.28
-3.37330e+02,0.24,-0.24,-0.28,0.2
-3.37320e+02,0.24,0.48,-0.52,0.6
-3.37310e+02,0.64,-0.32,-0.44,0.6
-3.37300e+02,0.64,0.16,-0.28,0.44
-3.37290e+02,0.72,0.72,-0.44,0.6
-3.37280e+02,0.4,-0.4,-0.84,1
-3.37270e+02,-0.24,-0.32,-0.76,1
-3.37260e+02,0.16,0.24,-0.6,0.44
-3.37250e+02,-0.48,-0.08,-0.6,0.44
-3.37240e+02,-0.24,0,-0.04,0.76
-3.37230e+02,0.4,0.24,0.28,0.6
-3.37220e+02,0.16,0.48,0.44,0.76
-3.37210e+02,-0.08,0.8,0.6,0.2
-3.37200e+02,-0.24,-0.08,0.6,0.36
-3.37190e+02,-0.88,0,0.12,0.76
-3.37180e+02,0.32,-0.16,1.48,0.6
-3.37170e+02,0.24,-0.32,1.24,0.44
-3.37160e+02,-0.64,0.56,0.68,0.52
-3.37150e+02,-0.08,0.64,0.84,0.52
-3.37140e+02,0.24,0.48,1.4,0.76
-3.37130e+02,0.4,0.72,1,0.28
-3.37120e+02,0.08,1.36,1.08,0.28
-3.37110e+02,-0.08,0.24,1.64,0.44
-3.37100e+02,0.08,0.08,1,0.04
-3.37090e+02,-0.64,0.64,0.92,0.2
-3.37080e+02,-0.08,0.08,1,0.12
-3.37070e+02,0.24,-0.72,-0.52,0.2
-3.37060e+02,0.96,-0.24,-0.76,0.44
-3.37050e+02,0.88,0.48,-0.28,0.2
-3.37040e+02,0.56,0.56,-0.04,-0.04
-3.37030e+02,0.08,0.24,-0.76,-0.28
-3.37020e+02,-0.4,0.32,-0.68,0.12
-3.37010e+02,-0.08,-0.48,-0.68,0.28
-3.37000e+02,0.08,-0.8,-0.52,0.36
-3.36990e+02,0.16,-1.12,-0.76,0.44
-3.36980e+02,0.16,-0.16,-0.76,0.6
-3.36970e+02,-0.32,0,-0.84,0.76
-3.36960e+02,-0.64,-0.24,-0.68,0.76
-3.36950e+02,-0.08,-0.16,-1.24,-0.2
-3.36940e+02,-0.32,-0.96,-0.52,0.36
-3.36930e+02,0,-0.72,0.44,0.12
-3.36920e+02,0.48,-0.24,-1,-0.28
-3.36910e+02,0,0.32,-0.28,0.12
-3.36900e+02,-0.08,-0.48,-0.2,0.36
-3.36890e+02,0,-0.4,-0.52,0.52
-3.36880e+02,0,-1.04,0.28,0.6
-3.36870e+02,0.08,-0.72,0.52,0.6
-3.36860e+02,-0.8,-0.32,0.6,0.36
-3.36850e+02,-0.56,0,0.2,0.44
-3.36840e+02,0.16,-0.72,0.76,0.76
-3.36830e+02,-0.08,0.16,0.52,0.36
-3.36820e+02,-0.48,0.24,0.12,0.68
-3.36810e+02,-0.16,0,-0.28,0.44
-3.36800e+02,-1.04,-0.32,0.2,0.36
-3.36790e+02,-0.48,0.24,0.04,0.2
-3.36780e+02,-0.24,0.72,0.12,-0.04
-3.36770e+02,-0.4,0.24,-0.92,-0.04
-3.36760e+02,-1.44,0.48,-0.92,0.28
-3.36750e+02,-0.08,1.04,-1.16,-0.12
-3.36740e+02,0.24,0,-0.68,0.36
-3.36730e+02,0.48,0.88,-1.56,0.36
-3.36720e+02,-0.16,0.32,-0.44,0.92
-3.36710e+02,-0.08,-6.56,-0.76,0.6
-3.36700e+02,-0.32,-4.88,-0.68,0.44
-3.36690e+02,0.24,inf,0.36,0.04
-3.36680e+02,-0.08,inf,1.08,0.44
-3.36670e+02,-0.08,2.8,1.48,0.44
-3.36660e+02,-0.48,-6.48,0.44,0.04
-3.36650e+02,-0.48,-3.36,0.36,0.28
-3.36640e+02,1.36,-1.84,0.36,-0.12
-3.36630e+02,1.52,-0.56,0.68,-0.12
-3.36620e+02,1.6,-1.12,0.6,-0.2
-3.36610e+02,1.6,-0.56,0.2,-0.44
-3.36600e+02,1.36,0.24,0.6,-0.28
-3.36590e+02,1.28,0.32,0.12,0.2
-3.36580e+02,0.48,0.24,0.2,0.44
-3.36570e+02,0.48,-0.32,-0.2,0.6
-3.36560e+02,-0.24,-1.04,-0.12,1.24
-3.36550e+02,0,-0.56,-0.36,1
-3.36540e+02,0.32,-0.72,-0.44,0.84
-3.36530e+02,0.16,-0.88,-0.12,0.92
-3.36520e+02,-0.24,0,-0.44,0.68
-3.36510e+02,-0.08,-0.32,-0.68,0.04
-3.36500e+02,0,0,-0.52,-0.12
-3.36490e+02,-0.08,-0.56,-1,0.12
-3.36480e+02,0,0.24,0.04,0.04
-3.36470e+02,-0.24,-0.48,0.84,0.2
-3.36460e+02,0.32,0,0.2,-0.04
-3.36450e+02,-0.8,0.32,1.24,0.2
-3.36440e+02,-0.32,-0.32,-0.04,0.04
-3.36430e+02,-1.12,-0.32,0.2,1.32
-3.36420e+02,-0.24,0.24,1.08,1
-3.36410e+02,0,-0.16,0.36,0.76
-3.36400e+02,-0.48,0.96,0.84,0.76
-3.36390e+02,-0.32,0.08,1.4,0.2
-3.36380e+02,-0.8,-1.04,0.04,0.52
-3.36370e+02,-0.32,0.08,0.12,0.44
-3.36360e+02,0.48,-1.52,0.28,0.76
-3.36350e+02,-0.24,-0.88,-0.6,0.28
-3.36340e+02,0.24,0.48,-0.44,0.12
-3.36330e+02,-0.24,-0.64,-0.28,0.44
-3.36320e+02,-1.12,0.48,-0.28,0.12
-3.36310e+02,-1.12,0.08,0.04,0.52
-3.36300e+02,-1.2,-0.16,-0.36,0.36
-3.36290e+02,-0.48,0.88,-0.28,0.2
-3.36280e+02,-0.16,0.16,-0.52,0.6
-3.36270e+02,-0.48,0.16,0.2,1.16
-3.36260e+02,-0.08,0.24,0.12,0.44
-3.36250e+02,-0.56,0.72,0.84,0.84
-3.36240e+02,-0.08,0.72,0.6,0.6
-3.36230e+02,0.32,-0.88,0.68,0.6
-3.36220e+02,0.08,0,-0.28,0.76
-3.36210e+02,1.04,0.48,0.12,0.2
-3.36200e+02,0.24,0.24,0.6,0.36
-3.36190e+02,0.88,0.96,-0.28,0.28
-3.36180e+02,0.24,0,-0.12,0.52
-3.36170e+02,0.24,0.8,-0.6,0.84
-3.36160e+02,0.64,0,-1.4,0.28
-3.36150e+02,0.48,-0.4,-0.76,0.36
-3.36140e+02,0.64,-0.72,-0.92,0.76
-3.36130e+02,0.08,-0.08,-0.76,1.16
-3.36120e+02,-0.08,1.04,0.04,1
-3.36110e+02,0.24,-0.16,0.04,1.16
-3.36100e+02,0.16,-0.08,0.28,0.6
-3.36090e+02,-0.16,0.48,-0.44,0.52
-3.36080e+02,-0.08,-0.56,0.76,1
-3.36070e+02,-0.08,-0.48,0.6,0.76
-3.36060e+02,-0.56,-0.08,-0.04,1
-3.36050e+02,-0.48,0.8,1.16,1
-3.36040e+02,-0.16,0.16,0.6,0.84
-3.36030e+02,0,0.08,-0.12,0.76
-3.36020e+02,1.04,-0.48,0.84,0.6
-3.36010e+02,0.48,0.24,0.28,0.52
-3.36000e+02,-1.36,0.72,0.6,1
-3.35990e+02,-0.24,1.36,0.04,0.84
-3.35980e+02,-0.88,1.68,-0.04,0.6
-3.35970e+02,-1.04,1.2,-0.52,0.84
-3.35960e+02,-0.8,1.36,-0.28,0.92
-3.35950e+02,-1.52,0.88,0.52,1.16
-3.35940e+02,-0.16,-0.24,-0.84,1.24
-3.35930e+02,0.16,-0.64,-0.84,1.4
-3.35920e+02,0.32,0.32,-2.04,0.84
-3.35910e+02,0.24,-0.8,-1.4,0.84
-3.35900e+02,0.8,-1.12,-0.6,0.76
-3.35890e+02,-0.08,-1.6,-1.16,0.52
-3.35880e+02,-0.24,-0.56,-0.2,0.6
-3.35870e+02,0,-0.8,0.6,1.08
-3.35860e+02,0.08,-1.2,-0.04,1.16
-3.35850e+02,0.08,-0.48,0.44,1.08
-3.35840e+02,-0.16,-0.48,0.04,1.24
-3.35830e+02,-0.8,-0.56,0.6,1.16
-3.35820e+02,-0.8,-0.48,0.76,1.32
-3.35810e+02,-0.48,-0.32,1.24,1.32
-3.35800e+02,0,-1.04,1.64,1.08
-3.35790e+02,0.16,-0.72,0.76,0.92
-3.35780e+02,-0.48,0.16,1.4,0.92
-3.35770e+02,-0.16,-0.08,1,0.92
-3.35760e+02,-0.56,-0.48,1.08,1.08
-3.35750e+02,0.64,-0.48,0.76,0.68
-3.35740e+02,0.32,-0.24,1.24,0.76
-3.35730e+02,-0.24,-0.72,1.08,1.16
-3.35720e+02,-0.32,0.4,0.52,0.92
-3.35710e+02,-0.72,-0.8,1.48,1.16
-3.35700e+02,-0.48,-1.04,1.4,1.16
-3.35690e+02,0.72,-1.2,1,1
-3.35680e+02,1.2,-1.36,0.84,1.16
-3.35670e+02,0.64,0.08,-0.44,0.92
-3.35660e+02,-0.08,0.4,-0.68,1
-3.35650e+02,-0.8,0.56,0.04,1.08
-3.35640e+02,0,0,-0.04,0.6
-3.35630e+02,0.72,0.48,-0.68,0.28
-3.35620e+02,-0.16,1.2,-0.84,0.2
-3.35610e+02,-0.72,1.44,-0.44,0.44
-3.35600e+02,0,0.96,-0.92,0.84
-3.35590e+02,0.56,0.56,-0.76,1
-3.35580e+02,-0.4,0.64,-0.12,1.48
-3.35570e+02,0,-0.08,-0.28,1.32
-3.35560e+02,0.24,0.4,-1.08,1
-3.35550e+02,0.16,0.64,-1,1.32
-3.35540e+02,1.04,0.4,-0.52,0.92
-3.35530e+02,1.2,-0.4,-0.12,0.52
-3.35520e+02,0.4,-0.08,-0.12,0.28
-3.35510e+02,-0.32,1.2,-0.12,0.52
-3.35500e+02,-0.24,-0.32,0.44,0.52
-3.35490e+02,0.64,-1.04,0.68,0.36
-3.35480e+02,0.24,-0.8,-0.04,1
-3.35470e+02,0.32,1.04,-0.12,0.28
-3.35460e+02,0.64,1.04,0.12,0.36
-3.35450e+02,0.4,-0.08,-0.04,0.36
-3.35440e+02,-0.24,0.8,0.92,1.56
-3.35430e+02,-0.56,1.76,1.4,1.24
-3.35420e+02,-0.96,1.76,0.28,1.16
-3.35410e+02,-0.96,0.72,0.2,1.24
-3.35400e+02,-0.72,-0.32,0.2,1.16
-3.35390e+02,-0.08,0.48,-0.52,0.76
-3.35380e+02,0.4,-0.4,0.2,0.52
-3.35370e+02,1.6,-0.08,0.12,0.12
-3.35360e+02,0.56,0.48,-0.2,0.04
-3.35350e+02,-0.64,0.64,0.2,0.28
-3.35340e+02,-0.32,-0.56,-0.52,0.36
-3.35330e+02,0,0.08,-0.84,0.76
-3.35320e+02,0.4,-0.16,-0.84,0.76
-3.35310e+02,-0.8,-0.64,-1.08,1.08
-3.35300e+02,-0.48,0.4,-1.08,0.92
-3.35290e+02,0.24,0.08,-1.16,0.52
-3.35280e+02,-0.08,0.08,-1.16,0.6
-3.35270e+02,-0.08,-0.56,-1,0.28
-3.35260e+02,-0.4,-0.88,-0.76,0.44
-3.35250e+02,-0.96,-0.4,-0.52,0.84
-3.35240e+02,-0.08,-0.72,-0.68,0.68
-3.35230e+02,-0.08,-1.12,0.52,1
-3.35220e+02,0.08,-0.64,1.16,0.76
-3.35210e+02,0.16,-0.48,1.72,0.84
-3.35200e+02,-0.64,-0.4,1.72,1
-3.35190e+02,-0.08,-0.4,1.16,0.52
-3.35180e+02,0.48,-0.88,0.28,0.68
-3.35170e+02,0.4,-0.88,0.76,0.44
-3.35160e+02,0.24,-0.48,0.12,0.36
-3.35150e+02,-0.16,-0.16,-0.04,0.28
-3.35140e+02,-0.48,-0.24,-0.44,0.6
-3.35130e+02,-0.08,-0.8,-0.12,0.68
-3.35120e+02,0.64,0,-0.2,0.68
-3.35110e+02,-0.56,0.16,0.68,1.16
-3.35100e+02,0,1.04,-0.28,0.6
-3.35090e+02,-0.72,0.16,0.2,0.92
-3.35080e+02,-0.4,1.2,0.52,0.76
-3.35070e+02,-0.32,0.32,0.84,0.92
-3.35060e+02,0,-0.56,0.04,0.76
-3.35050e+02,-0.24,0.4,0.12,0.44
-3.35040e+02,0.32,0.32,-0.12,0.28
-3.35030e+02,0.4,-0.24,-0.76,0.2
-3.35020e+02,-0.08,-0.48,0.44,0.28
-3.35010e+02,0.32,-0.4,0.76,0.28
-3.35000e+02,0.48,-0.16,0.12,0.44
-3.34990e+02,0.24,-0.48,0.28,0.44
-3.34980e+02,0.8,0.48,-0.12,0.52
-3.34970e+02,0,1.2,-1.08,0.28
-3.34960e+02,9.2,inf,0.04,5.96
-3.34950e+02,-10.08,-6.88,0.52,-1.4
-3.34940e+02,-0.8,-1.44,1.96, -inf
-3.34930e+02,4,1.76,3, -inf
-3.34920e+02,4.8,2.24,2.44, -inf
-3.34910e+02,2.88,1.76,0.6, -inf
-3.34900e+02,1.36,0.08,0.12,-1.64
-3.34890e+02,-0.56,-2.72,-0.28,1.72
-3.34880e+02,-2.08,-2.64,-0.2,3.96
-3.34870e+02,-2.64,-2.72,-0.36,4.6
-3.34860e+02,-2,-0.64,-0.52,3.96
-3.34850e+02,-0.4,-0.48,-0.36,1.8
-3.34840e+02,0.88,0.64,-0.04,-0.12
-3.34830e+02,1.92,1.76,0.44,-1.72
-3.34820e+02,2.64,1.28,0.92, -inf
-3.34810e+02,2.08,-0.08,-0.2, -inf
-3.34800e+02,0.96,0.32,-0.6,-0.92
-3.34790e+02,0.24,-0.72,-0.44,0.2
-3.34780e+02,-0.48,-1.6,-0.2,1
-3.34770e+02,-0.8,-1.84,-0.28,1.8
-3.34760e+02,-0.24,-0.88,-0.44,1.88
-3.34750e+02,0.24,0,0.04,0.76
-3.34740e+02,-0.32,0.48,1,0.28
-3.34730e+02,-0.08,0.96,1.24,-0.2
-3.34720e+02,0,1.36,2.04,-0.44
-3.34710e+02,0.4,1.04,1.56,-0.6
-3.34700e+02,-0.72,1.2,1.48,0.36
-3.34690e+02,-1.44,0.8,1.16,1.16
-3.34680e+02,-0.96,0.16,1.48,1.16
-3.34670e+02,-0.72,0.32,1.32,1
-3.34660e+02,-0.16,0.8,1.4,0.92
-3.34650e+02,-0.8,-0.08,0.6,0.52
-3.34640e+02,-0.4,0.8,0.28,-0.12
-3.34630e+02,0,0.24,0.28,-0.12
-3.34620e+02,0.48,-0.08,-0.04,-0.2
-3.34610e+02,0.8,0.08,0.12,0.12
-3.34600e+02,0.24,0,-1.08,0.04
-3.34590e+02,0.4,0.64,-0.68,0.12
-3.34580e+02,0.08,-0.48,-1,0.76
-3.34570e+02,0,-0.64,-1.24,0.84
-3.34560e+02,-0.16,0,-1.16,0.52
-3.34550e+02,0.88,0.48,-0.28,0.28
-3.34540e+02,0.16,0.08,-0.2,0.44
-3.34530e+02,0.96,0.8,0.44,0.2
-3.34520e+02,0.16,0.96,-0.04,0.52
-3.34510e+02,-0.08,0.96,0.76,-0.04
-3.34500e+02,0.24,-0.8,0.44,0.36
-3.34490e+02,0.16,-0.88,0.12,0.76
-3.34480e+02,1.04,0.4,0.12,0.44
-3.34470e+02,0.96,-0.32,0.12,0.6
-3.34460e+02,0.4,0.4,-0.36,0.36
-3.34450e+02,0.72,0.64,0.84,0.52
-3.34440e+02,0.48,0.72,-0.36,0.52
-3.34430e+02,-0.24,0.96,-0.2,0.6
-3.34420e+02,0.08,1.04,0.6,0.44
-3.34410e+02,0.4,0.72,0.12,0.28
-3.34400e+02,0.48,1.52,0.2,0.52
-3.34390e+02,-0.64,0.72,0.6,0.6
-3.34380e+02,-1.44,0.64,1,0.76
-3.34370e+02,0.24,-0.08,0.44,0.2
-3.34360e+02,0.16,-0.16,-0.04,0.6
-3.34350e+02,0.4,0.72,-0.2,0.68
-3.34340e+02,0.16,1.04,-0.04,0.04
-3.34330e+02,-0.16,0.96,-0.04,0.04
-3.34320e+02,0,0.56,-0.52,-0.04
-3.34310e+02,-0.4,0.24,-0.76,0.68
-3.34300e+02,0,0.24,-0.52,0.04
-3.34290e+02,0.4,-0.24,-1.08,0.28
-3.34280e+02,-0.08,0.24,-1,1
-3.34270e+02,-0.08,0.56,-0.12,0.76
-3.34260e+02,0,-0.16,-0.28,0.28
-3.34250e+02,-0.08,0.24,-0.76,0.6
-3.34240e+02,-0.08,-0.16,-0.28,0.28
-3.34230e+02,0.16,-0.24,-0.44,0.36
-3.34220e+02,-0.08,0.8,0.36,0.28
-3.34210e+02,-0.4,0.96,-0.44,0.12
-3.34200e+02,-0.56,1.68,-0.68,0.12
-3.34190e+02,0.24,0.64,-0.12,0.84
-3.34180e+02,0,0.08,0.04,0.84
-3.34170e+02,0.08,0.24,-0.84,1.16
-3.34160e+02,-0.48,0.24,-0.6,0.92
-3.34150e+02,-0.16,0.4,-1.24,0.68
-3.34140e+02,0.24,0.24,-0.92,0.76
-3.34130e+02,1.04,-0.08,-0.44,0.52
-3.34120e+02,0.48,-0.32,-0.28,0.68
-3.34110e+02,-0.08,0.32,1.16,0.68
-3.34100e+02,-0.16,1.04,0.52,0.6
-3.34090e+02,-0.48,0.72,0.52,0.52
-3.34080e+02,-0.16,-0.64,1.24,0.76
-3.34070e+02,-0.56,-0.4,0.44,0.6
-3.34060e+02,-0.56,-0.24,0.28,0.6
-3.34050e+02,-0.08,-0.88,0.04,0.68
-3.34040e+02,-0.32,0.08,0.04,0.76
-3.34030e+02,0,0,0.12,0.76
-3.34020e+02,0.08,0.48,0.36,0.68
-3.34010e+02,0.4,-0.32,0.44,0.52
-3.34000e+02,-0.56,-0.24,0.28,0.84
-3.33990e+02,-0.08,0.8,1.16,0.92
-3.33980e+02,0.64,0.32,1.4,0.68
-3.33970e+02,0.4,0.24,1.16,0.76
-3.33960e+02,0.56,0.24,1.4,0.52
-3.33950e+02,0.16,-0.24,0.52,0.6
-3.33940e+02,0.88,-0.16,0.04,0.44
-3.33930e+02,1.36,0.24,0.04,0.84
-3.33920e+02,0.64,0.24,0.68,0.68
-3.33910e+02,0.24,0.08,1.08,0.76
-3.33900e+02,0.08,1.44,0.12,0.68
-3.33890e+02,-0.8,0.16,-0.12,0.92
-3.33880e+02,0,-0.16,-0.2,0.84
-3.33870e+02,0.48,-0.32,0.12,0.92
-3.33860e+02,0.56,-0.08,-0.12,0.84
-3.33850e+02,0.24,-1.04,0.28,1.16
-3.33840e+02,0.56,-1.12,-0.28,1.24
-3.33830e+02,-0.24,-1.28,-0.04,1.16
-3.33820e+02,0.4,0.32,-0.12,0.28
-3.33810e+02,0.4,-0.24,-0.36,0.6
-3.33800e+02,-0.72,-0.24,-0.2,0.6
-3.33790e+02,-0.08,-0.16,-0.2,0.92
-3.33780e+02,-0.56,-0.64,-0.76,1.08
-3.33770e+02,-0.16,0.24,-0.76,0.76
-3.33760e+02,0.16,0.16,-1.08,0.76
-3.33750e+02,-0.56,-0.4,-1.24,1.16
-3.33740e+02,-0.08,-0.16,-1,0.6
-3.33730e+02,0.4,0,-1.16,0.12
-3.33720e+02,0.08,0,-0.36,0.36
-3.33710e+02,-0.08,-0.72,-0.76,0.44
-3.33700e+02,-0.24,-0.32,-0.44,0.76
-3.33690e+02,0,-1.28,0.52,0.84
-3.33680e+02,-0.48,-1.04,0.44,0.76
-3.33670e+02,-0.64,-0.08,0.12,0.76
-3.33660e+02,-0.72,0.08,0.04,1.08
-3.33650e+02,0.08,0.4,0.12,0.6
-3.33640e+02,-0.08,0,-0.68,0.6
-3.33630e+02,-0.64,-0.08,0.2,1.08
-3.33620e+02,-0.08,-0.24,-0.28,0.36
-3.33610e+02,0,0.4,-0.2,0.28
-3.33600e+02,0.72,0.08,0.28,0.36
-3.33590e+02,0.8,-0.08,0.12,0.12
-3.33580e+02,0.64,0,-0.2,0.36
-3.33570e+02,0.16,-0.64,-0.44,0.36
-3.33560e+02,0.96,-0.56,-0.52,0.52
-3.33550e+02,0.96,-1.44,-1.32,0.68
-3.33540e+02,0,-0.8,-1.56,1
-3.33530e+02,-0.4,-0.32,-1.96,1.24
-3.33520e+02,-0.4,0.24,-2.28,0.84
-3.33510e+02,-0.16,-0.56,-2.04,0.76
-3.33500e+02,0.32,-1.04,-2.36,0.52
-3.33490e+02,0.72,-0.08,-1.72,0.28
-3.33480e+02,0.48,-0.24,-1.56,-0.2
-3.33470e+02,1.12,0.08,-0.52,-0.04
-3.33460e+02,1.28,-0.96,-1.16,0.12
-3.33450e+02,-0.16,-0.64,-0.76,0.44
-3.33440e+02,-1.04,0.16,-0.44,0.76
-3.33430e+02,-0.08,0.48,0.2,0.92
-3.33420e+02,0,-0.08,0.76,1.24
-3.33410e+02,-0.24,0.88,2.2,1.16
-3.33400e+02,0,1.04,2.12,1.24
-3.33390e+02,-0.32,1.12,2.28,1.08
-3.33380e+02,0.16,1.04,2.44,0.68
-3.33370e+02,0.4,1.04,1.64,0.36
-3.33360e+02,0.24,0.48,1.88,0.68
-3.33350e+02,0,0.24,1.8,0.52
-3.33340e+02,0.24,0.64,1.64,0.44
-3.33330e+02,0.16,0.24,1,0.68
-3.33320e+02,-0.24,-0.24,0.2,0.68
-3.33310e+02,0.32,0.56,-0.2,0.52
-3.33300e+02,0.16,-0.16,0.44,0.44
-3.33290e+02,-0.24,-0.32,0.04,0.52
-3.33280e+02,0.96,-0.4,-1,0.04
-3.33270e+02,0.32,-0.24,-0.68,0.28
-3.33260e+02,0.56,-0.24,-0.44,0.12
-3.33250e+02,0.56,-0.64,0.04,0.36
-3.33240e+02,0.88,-0.88,-0.04,0.84
-3.33230e+02,0.72,-0.4,-0.28,0.44
-3.33220e+02,-0.56,0.16,0.28,0.68
-3.33210e+02,-0.24,1.2,-0.12,0.36
-3.33200e+02,-0.48,0.72,-0.76,0.36
-3.33190e+02,-0.88,-0.32,-0.28,0.6
-3.33180e+02,-0.8,0.24,-1.16,0.52
-3.33170e+02,-0.4,-0.32,-0.52,0.2
-3.33160e+02,0.4,0.8,-0.52,-0.04
-3.33150e+02,-0.4,0.88,-0.12,0.2
-3.33140e+02,-0.4,-0.08,-0.6,0.44
-3.33130e+02,-0.48,-1.04,-0.36,0.52
-3.33120e+02,-0.48,-0.24,0.12,0.28
-3.33110e+02,-0.48,0,0.52,0.44
-3.33100e+02,-0.72,-0.08,0.76,0.6
-3.33090e+02,-0.32,-0.4,0.36,0.28
-3.33080e+02,-0.08,-0.32,0.84,0.6
-3.33070e+02,-0.08,0.16,1.16,0.36
-3.33060e+02,-0.08,-0.32,0.12,0.28
-3.33050e+02,-0.32,-0.4,-0.2,0.28
-3.33040e+02,-0.32,-0.4,-0.2,0.2
-3.33030e+02,0.16,-0.16,-0.68,0.2
-3.33020e+02,0.4,-0.64,-0.2,0.2
-3.33010e+02,-0.24,-0.48,-0.76,0.2
-3.33000e+02,-0.8,0.4,-1.08,0.2
-3.32990e+02,-0.24,-0.08,-1.24,0.28
-3.32980e+02,0.96,-0.4,-1.4,0.28
-3.32970e+02,1.2,0.16,-1.08,0.2
-3.32960e+02,0,0.4,-0.76,0.28
-3.32950e+02,-0.48,0.48,-0.92,0.28
-3.32940e+02,-0.4,-0.24,-0.68,0.36
-3.32930e+02,-0.88,-0.16,-0.12,0.44
-3.32920e+02,-0.4,-0.16,0.84,0.36
-3.32910e+02,-0.56,0.16,0.84,0.44
-3.32900e+02,0.24,0.16,0.6,0.28
-3.32890e+02,0.8,0.48,0.84,0.36
-3.32880e+02,-0.16,0,0.76,0.68
-3.32870e+02,-0.72,0.08,0.76,0.36
-3.32860e+02,-0.16,-0.32,0.2,0.36
-3.32850e+02,-0.08,-1.2,0.36,0.44
-3.32840e+02,0.16,-0.48,0.12,0.28
-3.32830e+02,0.56,-0.24,0.68,0.12
-3.32820e+02,0.4,-0.56,0.44,0.92
-3.32810e+02,0.8,-0.56,0.44,0.12
-3.32800e+02,1.2,-1.28,0.44,1.16
-3.32790e+02,0.8,-0.8,-0.12,0.84
-3.32780e+02,0.4,-0.96,-0.36,0.6
-3.32770e+02,0,-0.32,-0.76,0.44
-3.32760e+02,-0.24,-0.48,-0.2,0.36
-3.32750e+02,-0.48,0.64,-0.12,0.12
-3.32740e+02,-0.48,0.24,0.76,0.28
-3.32730e+02,0.16,-0.16,0.28,0.44
-3.32720e+02,-0.8,-0.48,1.32,0.52
-3.32710e+02,-0.96,-0.24,0.84,0.6
-3.32700e+02,-0.32,-0.32,1.24,0.6
-3.32690e+02,-0.08,-0.08,0.76,0.52
-3.32680e+02,-0.08,0.4,0.52,0.12
-3.32670e+02,-1.2,0.88,1.24,0.68
-3.32660e+02,-0.56,0.64,0.12,0.52
-3.32650e+02,-1.92,0.8,0.76,1.24
-3.32640e+02,-0.08,0.64,0.36,0.52
-3.32630e+02,-0.16,0.48,0.12,0.68
-3.32620e+02,-0.24,-0.16,0.28,0.36
-3.32610e+02,-0.4,-0.24,-0.28,0.44
-3.32600e+02,0.24,-0.32,-0.12,0.36
-3.32590e+02,0.72,-0.8,-0.2,0.28
-3.32580e+02,0.24,-0.64,-0.6,0.04
-3.32570e+02,0.96,-0.08,-1,0.12
-3.32560e+02,-0.24,-0.08,-1.16,0.92
-3.32550e+02,-0.4,0.4,-0.84,1.08
-3.32540e+02,-0.48,0.56,-0.52,1
-3.32530e+02,-0.16,0.8,-0.68,0.84
-3.32520e+02,0,-0.48,-0.28,0.92
