Model,DPO4034
Firmware Version,2.58

Waveform Type,Analog,Analog,Analog,Analog
Point Format,ENV,,,
Horizontal Units,s,,,
Horizontal Scale,100,,,
Horizontal Delay,0,0,0,0
Sample Interval,0.01,,,
Record Length,100000,,,
Gating,0.0% to 100.0%,0.0% to 100.0%,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,1,1,1,1
Vertical Units,V,V,V,V
Vertical Offset,0,0,0,0
Vertical Scale,2,2,2,2
Vertical Position,0,2.04,-2.02,-4.02
Label,,,,
TIME,CH1,CH2,CH3,CH4
-9.47700e+01,0.48,0.56,-0.44,-0.04
-9.47600e+01,-0.32,0.24,0.12,0.68
-9.47500e+01,0.48,-0.88,0.2,0.28
-9.47400e+01,-0.08,-0.32,-0.6,0.2
-9.47300e+01,-0.24,-0.16,-0.36,0.6
-9.47200e+01,1.68,0.24,-0.28,0.04
-9.47100e+01,0.48,-5.2,-0.52,0.36
-9.47000e+01,0.08,-5.2,-0.6,0.28
-9.46900e+01,-0.16,inf,0.04,0.36
-9.46800e+01,-0.64,inf,-0.44,0.36
-9.46700e+01,-1.04,4.64,-0.68,0.84
-9.46600e+01,-1.6,-6.88,0.36,0.84
-9.46500e+01,-0.24,-5.36,0.68,1.08
-9.46400e+01,1.04,-2.56,0.76,1
-9.46300e+01,0.72,-0.8,0.28,0.52
-9.46200e+01,0.4,-0.96,0.84,-0.12
-9.46100e+01,1.2,-0.56,0.04,-0.44
-9.46000e+01,0.48,-1.12,0.36,-0.28
-9.45900e+01,0.32,-1.04,0.76,-0.12
-9.45800e+01,0.24,-0.16,0.68,0.68
-9.45700e+01,-0.08,-0.48,0.6,1.08
-9.45600e+01,0.24,0.4,-0.12,0.76
-9.45500e+01,-0.88,0,-0.28,1.24
-9.45400e+01,-0.48,0.24,-0.04,0.92
-9.45300e+01,-0.72,-0.72,0.36,1
-9.45200e+01,-0.4,1.04,0.84,0.52
-9.45100e+01,-0.08,0.32,0.76,0.28
-9.45000e+01,-1.12,-0.56,1,0.52
-9.44900e+01,-0.08,0.64,0.6,0.36
-9.44800e+01,-0.24,0.8,0.52,0.28
-9.44700e+01,0.24,0.96,-0.68,0.52
-9.44600e+01,-0.16,0.48,-1.16,0.92
-9.44500e+01,-0.4,1.44,-1.32,0.68
-9.44400e+01,-1.36,0.16,0.04,0.76
-9.44300e+01,-0.24,0.16,0.44,0.44
-9.44200e+01,-0.16,0.16,0.76,0.44
-9.44100e+01,0.32,0.32,0.92,0.6
-9.44000e+01,0.32,-0.4,0.44,0.52
-9.43900e+01,0.08,1.04,1.08,0.92
-9.43800e+01,0.32,-0.24,1.4,0.6
-9.43700e+01,0.4,-0.24,1.16,0.84
-9.43600e+01,0.32,0.48,0.76,0.52
-9.43500e+01,0.24,-0.08,1.24,0.6
-9.43400e+01,0.64,0,0.76,0.36
-9.43300e+01,0.16,-0.56,1.32,0.68
-9.43200e+01,0.08,-0.48,1,1
-9.43100e+01,0.48,-1.36,0.84,1
-9.43000e+01,0.4,-1.44,0.92,1.16
-9.42900e+01,0.88,-1.52,0.92,1.16
-9.42800e+01,1.36,-1.76,0.2,0.84
-9.42700e+01,0.24,-1.04,-0.6,1
-9.42600e+01,0.56,0.16,-0.52,0.44
-9.42500e+01,0.72,-0.72,-1.4,0.28
-9.42400e+01,-0.08,0.48,-0.76,0.28
-9.42300e+01,0.08,0.08,-0.36,0.44
-9.42200e+01,-0.64,0.08,-0.36,0.44
-9.42100e+01,0.08,-0.24,0.12,0.76
-9.42000e+01,0.56,-0.56,0.12,0.68
-9.41900e+01,-0.56,0.48,0.52,1.16
-9.41800e+01,-0.08,0.32,0.12,0.44
-9.41700e+01,-0.48,-0.08,-0.2,1.08
-9.41600e+01,-0.8,0.4,0.12,1
-9.41500e+01,0.32,0.32,-0.28,0.68
-9.41400e+01,-0.16,0.4,-0.76,0.76
-9.41300e+01,-0.32,1.28,-0.6,0.92
-9.41200e+01,0.08,-0.24,0.36,0.6
-9.41100e+01,0.08,0,-0.12,0.84
-9.41000e+01,-0.48,0.32,0.44,0.92
-9.40900e+01,0,0.16,1,1
-9.40800e+01,-0.08,-0.32,0.76,0.84
-9.40700e+01,-0.32,-0.24,0.6,1.48
-9.40600e+01,-0.8,0.8,0.36,1.4
-9.40500e+01,-0.56,0.56,-0.28,0.6
-9.40400e+01,-0.48,1.04,0.2,0.92
-9.40300e+01,-0.24,0.56,1.56,0.84
-9.40200e+01,-0.32,-0.08,0.68,0.84
-9.40100e+01,-0.08,0.32,0.28,1
-9.40000e+01,0.32,-0.24,-0.76,0.68
-9.39900e+01,-0.56,-0.32,-0.76,1.08
-9.39800e+01,-0.32,-0.16,-0.52,0.92
-9.39700e+01,-0.4,-0.08,0.2,0.6
-9.39600e+01,-0.48,-0.32,-0.2,0.76
-9.39500e+01,-0.08,0.4,-0.36,0.76
-9.39400e+01,-0.08,-0.16,-0.28,0.68
-9.39300e+01,-0.48,-0.4,0.2,0.84
-9.39200e+01,0.72,0.4,-0.28,0.52
-9.39100e+01,-0.56,0.16,0.04,0.6
-9.39000e+01,0.08,-0.24,-0.52,0.36
-9.38900e+01,-0.48,-0.24,0.04,0.92
-9.38800e+01,-0.8,-0.16,0.04,0.76
-9.38700e+01,0.16,0.16,-0.12,0.52
-9.38600e+01,0.32,0.4,0.2,0.36
-9.38500e+01,0.4,1.04,-0.12,0.28
-9.38400e+01,0.08,0.32,0.36,0.76
-9.38300e+01,0.08,-0.08,0.36,0.68
-9.38200e+01,-0.16,0.8,0.28,0.44
-9.38100e+01,-0.64,0.8,0.28,0.68
-9.38000e+01,-0.8,0.8,0.2,0.52
-9.37900e+01,-0.32,0.64,0.12,0.52
-9.37800e+01,0,-0.08,0.28,0.76
-9.37700e+01,0.64,0.4,0.6,0.76
-9.37600e+01,0.56,-0.08,0.84,0.76
-9.37500e+01,0,0.48,2.12,0.44
-9.37400e+01,0.32,0.4,1.88,0.36
-9.37300e+01,-0.24,0.24,1.08,0.44
-9.37200e+01,-0.64,0.08,1.8,0.6
-9.37100e+01,0.32,-0.72,1.4,0.84
-9.37000e+01,0.64,-0.56,1,0.92
-9.36900e+01,0.8,-0.4,0.76,0.6
-9.36800e+01,0.72,0,1.48,1
-9.36700e+01,0.48,-0.56,1.96,0.76
-9.36600e+01,-0.64,-0.8,2.84,0.92
-9.36500e+01,-0.56,0.24,1.96,0.44
-9.36400e+01,-0.08,-0.08,1.48,0.28
-9.36300e+01,-0.64,0,2.12,0.6
-9.36200e+01,-1.2,-0.08,0.76,1
-9.36100e+01,-0.88,0.16,0.6,1.08
-9.36000e+01,-0.4,-0.72,-1.16,0.68
-9.35900e+01,-0.88,-0.64,-0.68,1.16
-9.35800e+01,-0.24,-0.72,-2.12,0.92
-9.35700e+01,-0.24,-0.32,-1,0.76
-9.35600e+01,-0.56,0.32,-1.48,0.6
-9.35500e+01,-1.04,0.72,-1.08,0.92
-9.35400e+01,-0.8,0.32,-0.52,0.6
-9.35300e+01,-1.44,-0.8,0.6,1
-9.35200e+01,0.16,-0.48,0.44,0.84
-9.35100e+01,0.56,-1.04,0.2,1.08
-9.35000e+01,-0.08,-0.72,0.44,0.84
-9.34900e+01,-0.64,0.48,0.6,0.84
-9.34800e+01,-0.08,-5.68,0.52,0.6
-9.34700e+01,-0.16,-4,0.44,0.68
-9.34600e+01,-0.24,inf,0.84,0.84
-9.34500e+01,-0.24,inf,1.72,1.32
-9.34400e+01,-1.04,0.24,1.8,1.24
-9.34300e+01,-0.8,-5.92,1.24,0.76
-9.34200e+01,-0.48,-2.32,1.72,0.52
-9.34100e+01,0.8,-0.56,1,0.52
-9.34000e+01,0.56,0.72,-0.44,0.28
-9.33900e+01,0.24,1.04,-0.68,0.28
-9.33800e+01,0.48,0.96,-0.68,0.28
-9.33700e+01,1.04,0.08,-0.44,1.16
-9.33600e+01,0.48,-0.24,-0.84,1.32
-9.33500e+01,0.08,-0.56,-0.84,1.32
-9.33400e+01,0,-0.4,-0.12,1.24
-9.33300e+01,0.16,-0.8,-0.6,0.76
-9.33200e+01,0.48,-0.88,-0.44,0.76
-9.33100e+01,1.28,-0.64,0.04,0.68
-9.33000e+01,0.8,-0.72,-0.2,0.28
-9.32900e+01,0.48,0.32,0.2,-0.12
-9.32800e+01,-0.24,-0.24,0.6,0.52
-9.32700e+01,-0.56,-0.64,0.36,0.6
-9.32600e+01,0,-0.72,0.44,0.84
-9.32500e+01,0.8,-0.64,-0.04,0.68
-9.32400e+01,-1.04,0,0.2,1
-9.32300e+01,-0.56,0.48,-0.28,0.52
-9.32200e+01,-1.12,0.24,0.6,0.28
-9.32100e+01,-0.72,0.88,-0.2,0.2
-9.32000e+01,-0.08,0.64,0.2,0.28
-9.31900e+01,-0.56,0.8,-0.6,0.6
-9.31800e+01,-1.2,1.04,0.04,0.44
-9.31700e+01,-1.04,1.04,-0.12,0.52
-9.31600e+01,0,0,0.04,0.84
-9.31500e+01,-1.28,0.64,0.12,0.92
-9.31400e+01,-0.24,0.24,0.2,0.68
-9.31300e+01,-0.24,0.16,0.2,0.76
-9.31200e+01,-0.16,0.24,0.12,0.6
-9.31100e+01,-0.56,-0.08,-0.6,0.92
-9.31000e+01,0.24,-0.64,-0.12,0.76
-9.30900e+01,0.16,-0.64,-0.84,0.76
-9.30800e+01,0.08,0.16,-0.2,0.6
-9.30700e+01,-0.16,-0.32,0.04,0.6
-9.30600e+01,-0.16,-0.8,0.76,0.92
-9.30500e+01,-0.4,-1.2,-0.04,0.76
-9.30400e+01,0.48,-0.8,-0.36,0.12
-9.30300e+01,0.88,-1.28,-0.44,0.6
-9.30200e+01,0.4,-1.04,-0.04,0.52
-9.30100e+01,0.32,-0.48,-0.6,0.28
-9.30000e+01,0.48,-0.56,-0.28,0.28
-9.29900e+01,0.64,-0.88,-0.44,0.2
-9.29800e+01,0.72,-0.8,0.52,0.6
-9.29700e+01,-0.08,-0.8,-0.04,0.6
-9.29600e+01,-0.48,-0.48,0.68,0.76
-9.29500e+01,0.4,-0.16,0.36,0.76
-9.29400e+01,0.4,-0.4,-0.04,0.6
-9.29300e+01,0.08,0.24,0.68,0.44
-9.29200e+01,0.24,0.24,0.6,0.28
-9.29100e+01,0,-0.56,1,0.68
-9.29000e+01,0.4,-0.32,-0.12,0.36
-9.28900e+01,1.2,0.32,-0.12,0.52
-9.28800e+01,0.24,0.08,0.28,0.6
-9.28700e+01,0.48,-0.24,-0.44,0.6
-9.28600e+01,-0.08,-0.4,-0.44,0.52
-9.28500e+01,-0.08,-0.08,0.2,0.44
-9.28400e+01,0,0.88,0.2,0.44
-9.28300e+01,0.16,-0.72,0.44,0.92
-9.28200e+01,0.16,0.56,0.04,0.6
-9.28100e+01,-0.32,0.96,0.2,0.44
-9.28000e+01,-0.72,0.08,-0.28,0.52
-9.27900e+01,0,0.08,-0.12,0.44
-9.27800e+01,0.32,0,0.04,0.6
-9.27700e+01,-0.08,0.96,1.4,0.6
-9.27600e+01,0.16,1.36,1.64,0.28
-9.27500e+01,-1.68,0.24,1.32,0.6
-9.27400e+01,-0.8,1.04,1.24,0.52
-9.27300e+01,-0.8,0.08,1.88,0.76
-9.27200e+01,-0.4,0.16,0.84,0.68
-9.27100e+01,-0.72,0.48,0.52,0.92
-9.27000e+01,-0.8,0.56,-0.44,0.92
-9.26900e+01,-0.16,0.72,-0.52,0.2
-9.26800e+01,0.08,0,0.04,0.52
-9.26700e+01,0.08,0.4,-0.76,0.6
-9.26600e+01,-0.08,0.88,-1.4,0.52
-9.26500e+01,-1.12,0.16,-0.76,0.92
-9.26400e+01,-0.48,0.32,0.04,0.76
-9.26300e+01,0.88,0.24,-0.04,0.36
-9.26200e+01,0.08,-0.56,0.68,0.36
-9.26100e+01,-0.56,-0.56,0.76,0.84
-9.26000e+01,0.08,-0.64,0.84,0.6
-9.25900e+01,0.72,-1.2,0.52,0.84
-9.25800e+01,1.2,-0.88,-0.28,0.76
-9.25700e+01,1.44,-0.16,-0.04,0.12
-9.25600e+01,0.88,-1.04,0.6,1
-9.25500e+01,0.16,-0.64,0.12,1.4
-9.25400e+01,0.72,-0.08,0.76,1.16
-9.25300e+01,0,0.08,0.52,1.08
-9.25200e+01,-1.2,0.24,0.12,1.08
-9.25100e+01,-0.88,0.72,0.6,0.76
-9.25000e+01,-0.4,-0.48,-0.04,0.44
-9.24900e+01,-0.4,0.24,-0.44,0.28
-9.24800e+01,0.24,0.32,-1,0.12
-9.24700e+01,-0.88,-0.16,-0.6,0.52
-9.24600e+01,-0.32,0.64,-1.4,0.36
-9.24500e+01,-0.16,0.24,-0.6,0.76
-9.24400e+01,-0.16,-0.16,-1.24,0.84
-9.24300e+01,-0.08,-0.08,-1.16,0.52
-9.24200e+01,0.08,0,-2.36,0.44
-9.24100e+01,-0.24,-1.2,-1.24,0.52
-9.24000e+01,1.04,-0.72,-1.08,0.12
-9.23900e+01,0.56,-1.2,-1.32,0.68
-9.23800e+01,0,-0.56,-1.24,0.84
-9.23700e+01,0.24,0.16,-1.24,0.76
-9.23600e+01,-0.8,-0.08,-0.84,1.08
-9.23500e+01,-0.64,-0.24,-0.36,0.92
-9.23400e+01,0.16,-0.8,-1.16,0.28
-9.23300e+01,0.96,-0.96,-0.92,0.12
-9.23200e+01,0.8,-0.88,-1.32,0.28
-9.23100e+01,0.32,-0.48,-0.68,0.28
-9.23000e+01,-0.24,-0.48,-0.84,0.6
-9.22900e+01,-0.16,-0.56,-0.92,0.76
-9.22800e+01,0.24,-0.64,-0.04,0.68
-9.22700e+01,-0.16,-0.08,0.52,0.84
-9.22600e+01,-0.88,-1.2,1.16,1
-9.22500e+01,-0.32,-8.64,1.16,1.08
-9.22400e+01,0.08,-4.96,1.48,1.16
-9.22300e+01,0.64,inf,1.64,0.52
-9.22200e+01,0.64,inf,1.16,0.2
-9.22100e+01,-0.24,-3.28,1.24,-0.04
-9.22000e+01,0.48,-4.88,0.44,0.04
-9.21900e+01,0.96,-1.84,0.44,0.52
-9.21800e+01,0.8,-0.56,0.04,0.84
-9.21700e+01,-0.32,0.24,-0.36,1.08
-9.21600e+01,-0.8,0.24,-0.68,1.24
-9.21500e+01,-0.56,-0.16,-1.32,1.08
-9.21400e+01,-0.56,0.24,-1.72,0.52
-9.21300e+01,-0.08,0.48,-1.72,0.12
-9.21200e+01,0.56,0.4,-1.72,-0.36
-9.21100e+01,0.08,-0.16,-1.72,-0.2
-9.21000e+01,0.08,0.72,-1.48,-0.36
-9.20900e+01,-0.24,1.04,-1.24,-0.36
-9.20800e+01,-1.12,0,-1.32,0.28
-9.20700e+01,-0.72,0.16,-1.48,0.76
-9.20600e+01,-0.64,0.16,-0.68,0.92
-9.20500e+01,-0.08,0.08,-0.92,0.76
-9.20400e+01,-0.24,-0.72,-0.68,1.32
-9.20300e+01,0.08,0.64,-0.28,0.84
-9.20200e+01,0.08,-0.4,0.36,0.52
-9.20100e+01,-0.64,-0.96,0.92,1.24
-9.20000e+01,-0.08,-0.72,1,0.44
-9.19900e+01,0.24,-0.48,0.2,0.6
-9.19800e+01,0.24,0.24,0.04,0.92
-9.19700e+01,0.32,0,-0.36,0.6
-9.19600e+01,-0.4,0.4,0.6,0.76
-9.19500e+01,-0.4,0.8,-0.76,0.04
-9.19400e+01,-0.72,0.32,-0.52,0.68
-9.19300e+01,-0.32,-0.24,0.12,0.44
-9.19200e+01,-0.32,0.08,0.2,0.76
-9.19100e+01,0,1.12,-0.68,0.2
-9.19000e+01,0.08,1.04,-0.36,0.36
-9.18900e+01,0,0.16,-0.52,0.84
-9.18800e+01,0.16,0.08,-1,0.84
-9.18700e+01,0.08,0.24,-0.12,1.08
-9.18600e+01,-0.08,0.56,0.52,1
-9.18500e+01,-0.08,-0.16,0.92,0.76
-9.18400e+01,-0.24,0,1.32,0.84
-9.18300e+01,-0.48,-0.16,1,0.6
-9.18200e+01,-0.8,0.24,1.4,0.68
-9.18100e+01,-0.88,-0.16,1.4,0.68
-9.18000e+01,-0.32,1.04,1.96,1
-9.17900e+01,-0.24,1.12,2.04,0.6
-9.17800e+01,-0.08,0.32,2.6,0.44
-9.17700e+01,-1.04,-0.08,3,1
-9.17600e+01,-0.72,0.56,2.12,1
-9.17500e+01,-0.8,0.4,1.64,1.08
-9.17400e+01,-0.56,-0.4,1.88,0.76
-9.17300e+01,-0.16,0.08,1.16,0.36
-9.17200e+01,0.16,0.96,1,0.12
-9.17100e+01,-0.08,-0.08,0.6,0.44
-9.17000e+01,-0.56,-0.88,-0.36,0.84
-9.16900e+01,0,-0.8,-0.52,0.6
-9.16800e+01,0.96,-0.72,-0.84,0.52
-9.16700e+01,0.4,-0.64,-1.8,0.6
-9.16600e+01,-0.08,-0.08,-1.96,0.6
-9.16500e+01,-0.8,-0.24,-1.16,0.92
-9.16400e+01,-0.72,-0.64,-1,0.76
-9.16300e+01,-0.32,-0.08,-0.6,0.92
-9.16200e+01,0.64,0.24,-1.48,0.52
-9.16100e+01,-0.16,0.32,-0.2,0.76
-9.16000e+01,0.8,0.56,-0.04,0.52
-9.15900e+01,0,0.08,0.52,0.52
-9.15800e+01,-0.32,0.56,0.44,0.76
-9.15700e+01,-0.08,0.32,1.32,0.76
-9.15600e+01,-0.08,-0.48,1.56,0.84
-9.15500e+01,0.08,-0.08,0.76,1.16
-9.15400e+01,-0.08,-0.24,1.24,1.24
-9.15300e+01,0.08,0,1.32,1
-9.15200e+01,0.56,-0.4,1.88,0.84
-9.15100e+01,0.16,-0.24,0.2,0.52
-9.15000e+01,-0.08,0.08,-0.28,0.68
-9.14900e+01,0.8,-0.8,-0.2,0.52
-9.14800e+01,0.48,-0.64,-0.76,0.76
-9.14700e+01,0.4,-0.08,-0.92,0.6
-9.14600e+01,0.48,0.32,-0.68,0.68
-9.14500e+01,0.8,-0.32,-1.48,0.28
-9.14400e+01,-0.08,-0.64,-0.6,0.6
-9.14300e+01,-0.32,0,-0.2,0.92
-9.14200e+01,-1.12,-0.24,0.04,0.68
-9.14100e+01,-0.8,0.16,-0.52,0.76
-9.14000e+01,-0.56,-0.48,0.76,1.24
-9.13900e+01,0.32,0.4,1.32,0.76
-9.13800e+01,0.72,0.4,0.76,0.92
-9.13700e+01,-1.04,0.8,1.4,1.4
-9.13600e+01,-0.08,0.72,1.24,1.08
-9.13500e+01,-0.08,-0.64,0.92,0.84
-9.13400e+01,-0.64,0,0.52,1
-9.13300e+01,-0.8,0,0.04,0.6
-9.13200e+01,-0.32,0.72,0.36,0.28
-9.13100e+01,0.64,-0.24,-0.68,-0.12
-9.13000e+01,0.32,0.32,-0.68,0.12
-9.12900e+01,0.88,0.48,-0.04,0.6
-9.12800e+01,-0.08,0.4,-0.28,0.76
-9.12700e+01,-0.16,0.88,0.28,0.76
-9.12600e+01,-0.4,0.24,0.12,0.6
-9.12500e+01,-0.8,0,-0.6,0.92
-9.12400e+01,-0.56,0.64,-0.2,0.52
-9.12300e+01,-0.4,0.64,-0.28,0.76
-9.12200e+01,-0.32,0.48,0.36,0.76
-9.12100e+01,0.08,0.64,0.6,0.6
-9.12000e+01,-0.48,1.04,0.6,0.36
-9.11900e+01,-0.48,0.48,-0.04,0.44
-9.11800e+01,-0.24,0.24,-0.44,0.2
-9.11700e+01,-0.16,0.16,-0.84,0.12
-9.11600e+01,-0.08,-0.8,-0.92,0.6
-9.11500e+01,0.8,-0.8,-1.24,0.6
-9.11400e+01,0.72,-1.04,-1,1
-9.11300e+01,0.88,0.24,-1.08,0.92
-9.11200e+01,0.4,0.24,-0.12,0.84
-9.11100e+01,-0.16,-0.56,-0.12,1
-9.11000e+01,-1.28,0.08,-0.44,0.44
-9.10900e+01,-0.32,0.08,0.28,0.6
-9.10800e+01,0.32,-0.56,0.6,0.36
-9.10700e+01,0.64,-0.08,-0.12,0.2
-9.10600e+01,0.16,0.8,-0.36,0.2
-9.10500e+01,-0.48,1.28,0.2,0.6
-9.10400e+01,-0.32,0.32,-0.84,0.6
-9.10300e+01,0.48,-4.56,-0.84,0.52
-9.10200e+01,0.08,-6.8,-0.52,0.36
-9.10100e+01,-0.08,1.44,-1,0.44
-9.10000e+01,-0.4,inf,0.04,0.76
-9.09900e+01,0,inf,0.52,0.76
-9.09800e+01,-0.56,-5.36,1.08,1.24
-9.09700e+01,-0.24,-5.04,0.76,1.16
-9.09600e+01,0.88,-2.08,0.84,1.08
-9.09500e+01,0.72,-1.28,1.24,0.52
-9.09400e+01,0.56,-0.72,1.4,0.04
-9.09300e+01,0.4,-0.16,1.08,-0.04
-9.09200e+01,0.48,0,1.48,-0.44
-9.09100e+01,1.28,-0.4,1.96,-0.2
-9.09000e+01,0.72,-1.68,1,-0.04
-9.08900e+01,0.8,0,-0.28,-0.2
-9.08800e+01,0.4,0.08,0.6,0.76
-9.08700e+01,0.32,0.08,-0.12,1.4
-9.08600e+01,-0.08,-0.32,0.92,1.48
-9.08500e+01,-0.08,0.16,0.28,1.32
-9.08400e+01,-0.72,1.04,0.36,0.92
-9.08300e+01,-1.04,0.24,0.44,0.92
-9.08200e+01,0.48,0.16,0.52,0.2
-9.08100e+01,0.64,-0.24,0.6,0.12
-9.08000e+01,-0.08,-0.32,0.84,0.2
-9.07900e+01,0.72,0.08,0.2,0.04
-9.07800e+01,-0.16,-0.56,-1.16,0.36
-9.07700e+01,-0.08,-0.8,-0.44,0.68
-9.07600e+01,0.48,-1.04,-0.68,0.44
-9.07500e+01,-0.48,-0.72,-1.24,0.92
-9.07400e+01,-0.8,-0.32,-0.92,1
-9.07300e+01,-0.64,0.08,-0.76,0.6
-9.07200e+01,0.08,0.8,-0.2,0.28
-9.07100e+01,0.4,-0.56,-0.44,0.36
-9.07000e+01,-0.4,0,0.04,0.6
-9.06900e+01,0.24,-0.08,0.36,0.6
-9.06800e+01,0.32,-1.28,-0.12,0.76
-9.06700e+01,0,0.16,-0.12,0.76
-9.06600e+01,-0.24,0,0.84,1.16
-9.06500e+01,-0.72,-0.08,0.76,1.16
-9.06400e+01,-0.24,-0.16,1.08,1.16
-9.06300e+01,0,0,0.6,0.84
-9.06200e+01,-0.16,-0.08,1,0.76
-9.06100e+01,-0.08,-1.44,0.92,0.76
-9.06000e+01,1.2,-0.8,0.04,0.44
-9.05900e+01,0.24,0.4,0.04,0.44
-9.05800e+01,0.8,-0.08,0.6,0.6
-9.05700e+01,0.08,-0.08,0.52,0.68
-9.05600e+01,-0.8,0.72,-0.04,0.52
-9.05500e+01,-1.84,0.8,0.68,1
-9.05400e+01,-0.72,1.04,0.2,0.68
-9.05300e+01,-0.72,1.04,-0.28,0.68
-9.05200e+01,0.16,1.12,0.04,0.6
-9.05100e+01,0.48,1.2,-0.44,0.52
-9.05000e+01,0.16,0.88,-0.6,0.92
-9.04900e+01,0.16,1.04,-0.84,0.44
-9.04800e+01,0.48,0.24,-0.6,0.36
-9.04700e+01,0.48,0.08,-0.36,0.2
-9.04600e+01,0.48,-0.16,-0.04,0.44
-9.04500e+01,0.32,0.24,0.36,0.6
-9.04400e+01,-0.08,0.32,0.2,0.76
-9.04300e+01,-0.24,0.48,1.16,0.76
-9.04200e+01,-0.24,0.72,1.4,0.92
-9.04100e+01,0.24,0.48,2.2,0.84
-9.04000e+01,-0.24,0.32,1.72,0.76
-9.03900e+01,-0.8,0.48,2.6,1
-9.03800e+01,-0.16,-0.64,1.4,1.24
-9.03700e+01,-0.16,0.24,0.6,0.76
-9.03600e+01,-0.08,0.96,0.52,0.44
-9.03500e+01,-1.04,0.32,1.16,0.92
-9.03400e+01,0.48,0.32,1.4,0.28
-9.03300e+01,0.96,-0.08,0.92,0.28
-9.03200e+01,-0.16,0.32,0.84,0.52
-9.03100e+01,0.32,0,0.68,0.2
-9.03000e+01,0.08,-0.24,-0.76,0.28
-9.02900e+01,0.4,-0.8,-0.28,0.52
-9.02800e+01,0.72,-0.72,-0.92,0.52
-9.02700e+01,1.6,-0.4,-0.76,0.28
-9.02600e+01,0.72,0.08,-0.84,0.28
-9.02500e+01,0.48,0.32,-1.08,0.52
-9.02400e+01,0.08,-0.96,-0.44,0.92
-9.02300e+01,0.48,-1.36,-0.28,0.68
-9.02200e+01,0.48,-0.24,0.12,0.84
-9.02100e+01,0.96,0.48,-0.12,0.52
-9.02000e+01,-0.08,-0.16,0.04,0.28
-9.01900e+01,-0.32,0.08,0.76,0.44
-9.01800e+01,0.56,-0.4,0.2,0.2
-9.01700e+01,-0.32,0,0.68,0.68
-9.01600e+01,0.24,0.32,-0.52,0.2
-9.01500e+01,-0.08,-0.4,1,1
-9.01400e+01,-0.08,0.24,1.08,0.76
-9.01300e+01,-0.32,0.72,-0.12,0.52
-9.01200e+01,-1.12,0.64,0.6,0.76
-9.01100e+01,0.56,-0.24,0.12,0.6
-9.01000e+01,1.04,-0.72,-0.44,0.28
-9.00900e+01,0.56,0.4,0.2,0.36
-9.00800e+01,0.32,1.04,-0.12,0.2
-9.00700e+01,-0.48,0,0.52,0.6
-9.00600e+01,0.24,-0.16,0.2,0.28
-9.00500e+01,0,-0.16,0.44,0.12
-9.00400e+01,0.24,0.08,0.84,0.12
-9.00300e+01,0.08,-0.16,1.48,0.76
-9.00200e+01,-0.16,0,0.6,0.52
-9.00100e+01,-0.48,0.16,0.04,0.76
-9.00000e+01,0,0.16,-0.44,0.36
-8.99900e+01,0.4,-0.16,-0.2,0.92
-8.99800e+01,-0.08,0.32,-0.52,0.92
-8.99700e+01,-0.32,1.12,-0.6,0.84
-8.99600e+01,-0.32,1.2,-0.6,0.28
-8.99500e+01,-0.24,-0.08,-0.76,0.2
-8.99400e+01,0,0.08,0.36,0.52
-8.99300e+01,0.8,-0.56,0.12,0.84
-8.99200e+01,1.2,-0.08,0.36,0.28
-8.99100e+01,0.96,0.32,0.2,0.36
-8.99000e+01,-0.16,0.4,-0.04,0.04
-8.98900e+01,-0.4,0.56,0.2,0.28
-8.98800e+01,-1.2,-0.48,1,0.84
-8.98700e+01,-0.24,0.48,1.16,0.52
-8.98600e+01,-0.8,0.4,1.48,1
-8.98500e+01,-0.24,1.52,0.12,0.68
-8.98400e+01,-0.72,1.2,1.88,1.08
-8.98300e+01,-0.64,1.28,1.8,0.36
-8.98200e+01,-0.4,0.48,1.64,0.2
-8.98100e+01,-0.4,0.48,2.04,0.28
-8.98000e+01,0.08,-5.84,1.4,-0.12
-8.97900e+01,-0.32,-4.56,0.68,0.52
-8.97800e+01,0.8,inf,0.12,0.36
-8.97700e+01,0.32,inf,-0.04,0.76
-8.97600e+01,-0.24,2,-0.84,0.92
-8.97500e+01,-1.52,-7.2,-0.52,1.08
-8.97400e+01,0.32,-4.16,-0.68,0.52
-8.97300e+01,1.76,-1.36,-0.92,0.52
-8.97200e+01,1.6,0,-1.48,0.2
-8.97100e+01,0.88,0.24,-1.72,0.12
-8.97000e+01,0.8,0.32,-2.04,0.44
-8.96900e+01,1.84,-0.08,-1.64,0.36
-8.96800e+01,1.68,-0.24,-1.24,0.68
-8.96700e+01,0.32,0,-1.4,0.76
-8.96600e+01,-0.4,-0.16,-1.16,0.92
-8.96500e+01,0,-0.24,-0.2,1
-8.96400e+01,0.64,-0.08,-0.2,0.52
-8.96300e+01,0.48,0,0.36,0.6
-8.96200e+01,0.16,0.48,1.48,0.6
-8.96100e+01,0.24,1.12,1.64,0.12
-8.96000e+01,0.56,0.32,1.08,0.44
-8.95900e+01,1.36,0,1.08,0.2
-8.95800e+01,0.96,-0.32,0.92,-0.12
-8.95700e+01,0,-0.72,1.08,0.36
-8.95600e+01,0.48,-0.96,0.6,1
-8.95500e+01,0.72,-0.4,0.44,1.16
-8.95400e+01,0.08,-0.08,0.2,1.16
-8.95300e+01,-0.48,0.24,0.12,0.92
-8.95200e+01,-0.48,-0.24,-0.12,0.6
